AMDewptCalPl,ScenRelAMIns,CombMoisture,SynForcng,WindFieldPln,ScenRel3_4,R5Fcst,ScnRelPlFcst,RaoContMoist,CapChange,CombClouds,AMInstabMt,MvmtFeatures,PlainsFcst,WindAloft,LowLLapse,Boundaries,InsSclInScen,AreaMoDryAir,AreaMeso_ALS,SubjVertMo,N34StarFcst,MorningBound,MountainFcst,CapInScen,ScenRelAMCIN,InsInMt,MeanRH,SfcWndShfDis,IRCloudCover,TempDis,VISCloudCov,InsChange,SatContMoist,QGVertMotion,CombVerMo,WndHodograph,MidLLapse,CompPlFcst,LLIW,Date,LIfr12ZDENSd,N0_7muVerMo,MorningCIN,CldShadeConv,LatestCIN,RHRatio,LoLevMoistAd,AMInsWliScen,OutflowFrMt,Dewpoints,CldShadeOth,WindFieldMt,CurPropConv,AMCINInScen,Scenario
Stability,F,VeryWet,SigNegative,LV,ACEFK,SIG,F,Wet,Increasing,Cloudy,None,OtherRapid,SIG,LV,Steep,Weak,LessUnstable,Wet,WeakUp,Down,SIG,None,XNIL,LessThanAve,CThruK,None,VeryMoist,DenvCyclone,PC,None,PC,LittleChange,Wet,Neutral,WeakUp,Westerly,ModerateOrLe,IncCapDecIns,Moderate,Aug20_Sep15,N1GtLIGt_4,StrongUp,None,None,PartInhibit,Other,Neutral,LessUnstable,None,HighEvrywher,Cloudy,LVorOther,Moderate,LessThanAve,F
Neutral,K,VeryWet,NegToPos,SEQuad,ACEFK,XNIL,K,Wet,Increasing,Clear,None,StrongFront,XNIL,AllElse,CloseToDryAd,None,Average,VeryWet,WeakUp,StronUp,XNIL,Weak,XNIL,LessThanAve,CThruK,None,Dry,DryLine,Clear,Moving,Clear,Increasing,Neutral,Neutral,WeakUp,StrongWest,ModerateOrLe,IncCapDecIns,Moderate,May15_Jun14,N1GtLIGt_4,Down,None,None,None,Other,Neutral,Average,None,LowMtsHighPl,Clear,Westerly,Moderate,LessThanAve,K
Instability,CDEJ,Wet,PosToNeg,LongAnticyc,ACEFK,SIG,C,Neutral,LittleChange,Cloudy,Weak,StrongFront,XNIL,AllElse,CloseToDryAd,Strong,MoreUnstable,Wet,Neutral,StronUp,XNIL,Weak,SIG,LessThanAve,CThruK,Strong,Dry,E_W_N,Clear,Other,Cloudy,Increasing,Wet,Neutral,Neutral,DCVZFavor,CloseToDryAd,LittleChange,Weak,May15_Jun14,N5GtLIGt_8,Neutral,None,Some,None,MoistMDryL,StrongPos,MoreUnstable,Weak,LowNHighS,Cloudy,LVorOther,Moderate,LessThanAve,C
Instability,CDEJ,VeryWet,NegToPos,LongAnticyc,ACEFK,SIG,C,Neutral,Increasing,Cloudy,Weak,NoMajor,XNIL,NWQuad,CloseToDryAd,Weak,MoreUnstable,Wet,Neutral,StronUp,XNIL,Weak,SIG,MoreThanAve,CThruK,Strong,VeryMoist,E_W_N,Cloudy,QStationary,Cloudy,LittleChange,Dry,Neutral,Neutral,StrongWest,CloseToDryAd,IncCapDecIns,Weak,May15_Jun14,N5GtLIGt_8,Down,TotalInhibit,Marked,None,MoistMDryL,Neutral,MoreUnstable,Weak,LowEvrywhere,Cloudy,Westerly,Slight,MoreThanAve,C
Stability,CDEJ,VeryWet,LittleChange,LV,GJ,XNIL,J,Neutral,Increasing,Cloudy,Weak,NoMajor,XNIL,LV,Steep,Strong,Average,VeryWet,StrongUp,StronUp,XNIL,Weak,XNIL,LessThanAve,CThruK,Weak,VeryMoist,DryLine,PC,None,PC,Increasing,Dry,WeakUp,StrongUp,Other,CloseToDryAd,IncCapDecIns,Weak,Jun15_Jul1,N1GtLIGt_4,Neutral,PartInhibit,None,PartInhibit,DryMMoistL,WeakPos,LessUnstable,None,LowMtsHighPl,Cloudy,LVorOther,None,LessThanAve,J
Instability,G,Dry,SigPositive,LongAnticyc,GJ,SIG,G,Wet,Increasing,PC,None,NoMajor,SIG,AllElse,CloseToDryAd,Weak,Average,Dry,Down,Down,SIG,Weak,XNIL,MoreThanAve,CThruK,None,Dry,E_W_N,PC,None,PC,Decreasing,Dry,StrongUp,Down,StrongWest,Steep,IncCapDecIns,Weak,May15_Jun14,N1GtLIGt_4,Neutral,Stifling,None,PartInhibit,MoistMDryL,Negative,MoreUnstable,None,LowAtStation,PC,LVorOther,Moderate,MoreThanAve,G
Instability,CDEJ,Dry,SigNegative,LongAnticyc,D,SIG,D,Dry,LittleChange,Cloudy,None,MarkedUpper,XNIL,NWQuad,Steep,Strong,MoreUnstable,Dry,WeakUp,StronUp,SIG,None,XNIL,Average,CThruK,None,Average,DryLine,PC,Moving,Cloudy,LittleChange,Neutral,Neutral,WeakUp,Other,Steep,LittleChange,Moderate,Jul2_Jul15,LILt_8,Down,PartInhibit,None,PartInhibit,Other,Neutral,MoreUnstable,None,LowMtsHighPl,Cloudy,LVorOther,None,Average,D
Stability,G,Wet,SigNegative,WidespdDnsl,GJ,SIG,G,Neutral,LittleChange,Clear,None,MarkedUpper,SIG,SWQuad,CloseToDryAd,Weak,Average,Wet,WeakUp,WeakUp,SIG,Strong,XNIL,MoreThanAve,CThruK,None,Dry,None,Clear,None,Clear,Increasing,Wet,WeakUp,WeakUp,Westerly,CloseToDryAd,LittleChange,Strong,Jun15_Jul1,N5GtLIGt_8,Neutral,Stifling,None,PartInhibit,MoistMDryL,Neutral,Average,None,LowEvrywhere,Clear,Westerly,Slight,MoreThanAve,G
Stability,ABI,Dry,SigNegative,LV,B,SIG,B,Dry,Decreasing,Clear,Weak,NoMajor,SIG,SWQuad,Stable,Weak,LessUnstable,Dry,Neutral,Neutral,SIG,None,XNIL,Average,AB,Strong,Dry,DenvCyclone,PC,QStationary,Clear,Decreasing,Neutral,WeakUp,Neutral,Other,Steep,DecCapIncIns,Strong,Jun15_Jul1,N1GtLIGt_4,Neutral,PartInhibit,None,None,DryMMoistL,Neutral,LessUnstable,None,LowMtsHighPl,Clear,Westerly,Strong,Average,B
Instability,ABI,Dry,NegToPos,E_NE,HI,XNIL,I,Neutral,Increasing,PC,None,StrongFront,XNIL,SWQuad,ModerateOrLe,None,LessUnstable,Dry,WeakUp,StronUp,XNIL,None,XNIL,LessThanAve,CThruK,None,Average,MovingFtorOt,PC,QStationary,Clear,LittleChange,Dry,Down,WeakUp,Westerly,CloseToDryAd,IncCapDecIns,Moderate,Aug20_Sep15,LIGt0,StrongUp,PartInhibit,None,PartInhibit,DryMMoistL,Neutral,LessUnstable,None,LowSHighN,PC,Westerly,Slight,LessThanAve,I
Instability,ABI,Wet,SigNegative,SEQuad,ACEFK,SVR,A,Wet,Increasing,Clear,Strong,StrongFront,XNIL,SWQuad,Steep,Weak,MoreUnstable,Wet,Neutral,Neutral,SIG,None,SVR,MoreThanAve,AB,Strong,Average,MovingFtorOt,Clear,None,PC,LittleChange,VeryWet,Neutral,Neutral,DCVZFavor,ModerateOrLe,IncCapDecIns,Strong,May15_Jun14,N5GtLIGt_8,Down,Stifling,Marked,None,Other,Neutral,MoreUnstable,Strong,Other,Clear,Westerly,Slight,Average,A
Stability,ABI,VeryWet,NegToPos,LongAnticyc,B,SVR,B,Neutral,Increasing,Clear,Weak,OtherRapid,SVR,SWQuad,Stable,Strong,LessUnstable,Wet,Down,Neutral,SVR,Weak,XNIL,MoreThanAve,AB,Strong,VeryMoist,DenvCyclone,Clear,Other,PC,Decreasing,VeryWet,Down,Down,Westerly,Steep,IncCapDecIns,Moderate,Jul2_Jul15,LIGt0,Down,PartInhibit,Some,None,Other,Negative,LessUnstable,Strong,HighEvrywher,Clear,LVorOther,Strong,LessThanAve,B
Stability,ABI,Wet,PosToNeg,DenvCyclone,ACEFK,SIG,A,Neutral,Increasing,PC,Strong,MarkedUpper,XNIL,SWQuad,ModerateOrLe,Weak,LessUnstable,Wet,Down,Down,XNIL,Strong,SIG,LessThanAve,AB,Strong,Dry,E_W_N,PC,QStationary,PC,Decreasing,Dry,WeakUp,Down,StrongWest,ModerateOrLe,IncCapDecIns,Moderate,Aug20_Sep15,LIGt0,Down,PartInhibit,Marked,None,Other,Negative,LessUnstable,Weak,LowEvrywhere,PC,Westerly,Strong,LessThanAve,A
Instability,ABI,Neutral,PosToNeg,DenvCyclone,HI,XNIL,I,Dry,LittleChange,PC,None,NoMajor,XNIL,SWQuad,ModerateOrLe,Weak,MoreUnstable,VeryWet,StrongUp,StronUp,XNIL,Weak,XNIL,LessThanAve,CThruK,None,Average,E_W_S,PC,QStationary,PC,LittleChange,Neutral,Neutral,StrongUp,Other,Steep,LittleChange,Moderate,Aug20_Sep15,LILt_8,StrongUp,PartInhibit,None,None,Other,Neutral,MoreUnstable,None,LowSHighN,PC,Westerly,Strong,LessThanAve,I
Stability,CDEJ,Wet,SigNegative,WidespdDnsl,D,SVR,D,Neutral,Increasing,PC,Strong,NoMajor,XNIL,AllElse,ModerateOrLe,Weak,LessUnstable,Neutral,Neutral,Down,XNIL,None,SVR,MoreThanAve,CThruK,Strong,VeryMoist,DryLine,Clear,Other,PC,Decreasing,VeryWet,Down,Neutral,Other,Steep,IncCapDecIns,Weak,Aug20_Sep15,LIGt0,StrongUp,TotalInhibit,None,PartInhibit,Other,Negative,LessUnstable,Strong,LowSHighN,PC,Westerly,None,MoreThanAve,D
Stability,G,Dry,PosToNeg,WidespdDnsl,GJ,SVR,G,Wet,Decreasing,PC,Strong,MarkedUpper,SVR,NWQuad,CloseToDryAd,Weak,Average,Neutral,WeakUp,WeakUp,SVR,None,XNIL,Average,CThruK,Strong,Dry,Other,Clear,Other,PC,Decreasing,Dry,Neutral,WeakUp,DCVZFavor,CloseToDryAd,DecCapIncIns,Weak,May15_Jun14,N1GtLIGt_4,WeakUp,PartInhibit,Some,PartInhibit,MoistMDryL,Negative,Average,None,LowEvrywhere,PC,Westerly,Moderate,Average,G
Instability,K,Wet,SigNegative,DenvCyclone,ACEFK,SIG,K,Wet,LittleChange,Clear,Strong,MarkedUpper,SIG,SWQuad,Steep,Weak,LessUnstable,Wet,Neutral,Neutral,SIG,Weak,SIG,LessThanAve,CThruK,Strong,Average,MovingFtorOt,PC,Other,Clear,LittleChange,Neutral,Neutral,Neutral,StrongWest,CloseToDryAd,LittleChange,Moderate,May15_Jun14,N1GtLIGt_4,WeakUp,PartInhibit,Some,Stifling,Other,Neutral,LessUnstable,Strong,LowAtStation,Clear,Westerly,Slight,Average,K
Instability,K,Wet,NegToPos,WidespdDnsl,ACEFK,SIG,K,Dry,Increasing,PC,Weak,MarkedUpper,SIG,AllElse,Steep,Weak,Average,Neutral,Down,Neutral,SIG,Strong,SIG,LessThanAve,CThruK,Weak,Average,MovingFtorOt,Cloudy,Moving,PC,Decreasing,Neutral,Down,Down,Westerly,ModerateOrLe,IncCapDecIns,Strong,May15_Jun14,N1GtLIGt_4,Down,None,None,None,Other,Negative,MoreUnstable,Weak,Other,PC,Westerly,Strong,LessThanAve,K
Instability,ABI,Neutral,SigPositive,DenvCyclone,B,SIG,B,Wet,Increasing,PC,Weak,NoMajor,SIG,AllElse,Stable,Weak,LessUnstable,Wet,WeakUp,Down,SIG,None,SIG,LessThanAve,AB,Strong,VeryMoist,MovingFtorOt,PC,None,PC,LittleChange,Dry,Down,WeakUp,Westerly,ModerateOrLe,IncCapDecIns,Moderate,May15_Jun14,N1GtLIGt_4,WeakUp,PartInhibit,Some,PartInhibit,DryMMoistL,Negative,LessUnstable,Strong,LowSHighN,Cloudy,LVorOther,None,LessThanAve,B
Instability,CDEJ,Neutral,LittleChange,WidespdDnsl,ACEFK,SIG,E,Wet,LittleChange,Clear,None,NoMajor,SIG,SWQuad,ModerateOrLe,Weak,Average,Wet,WeakUp,Neutral,SIG,Strong,XNIL,LessThanAve,CThruK,None,Average,DenvCyclone,Clear,None,PC,Decreasing,Neutral,StrongUp,WeakUp,Westerly,Steep,LittleChange,Unfavorable,May15_Jun14,N1GtLIGt_4,WeakUp,PartInhibit,None,None,MoistMDryL,Negative,MoreUnstable,None,LowEvrywhere,Clear,Westerly,Slight,LessThanAve,E
Stability,CDEJ,Neutral,LittleChange,LV,GJ,XNIL,J,Dry,Decreasing,PC,Weak,NoMajor,XNIL,LV,Steep,Strong,LessUnstable,VeryWet,StrongUp,StronUp,XNIL,None,XNIL,MoreThanAve,CThruK,Strong,Average,DryLine,PC,None,PC,LittleChange,Neutral,Neutral,StrongUp,StrongWest,Steep,DecCapIncIns,Moderate,Jun15_Jul1,N5GtLIGt_8,WeakUp,TotalInhibit,Some,None,DryMMoistL,WeakPos,LessUnstable,Strong,LowSHighN,Cloudy,LVorOther,Slight,MoreThanAve,J
Neutral,ABI,Wet,PosToNeg,SEQuad,ACEFK,SVR,A,Neutral,Decreasing,Cloudy,None,OtherRapid,SVR,SWQuad,Steep,None,Average,Wet,Neutral,StronUp,SVR,None,SIG,LessThanAve,AB,Weak,Dry,None,Cloudy,None,Cloudy,LittleChange,VeryWet,Down,Neutral,Westerly,ModerateOrLe,DecCapIncIns,Weak,May15_Jun14,N1GtLIGt_4,Neutral,PartInhibit,None,PartInhibit,Other,WeakPos,MoreUnstable,Weak,HighEvrywher,PC,Westerly,Slight,LessThanAve,A
Stability,K,Neutral,SigNegative,DenvCyclone,ACEFK,SVR,K,Wet,Decreasing,Clear,Weak,StrongFront,XNIL,SWQuad,Steep,Weak,LessUnstable,Neutral,Neutral,Neutral,XNIL,None,SVR,MoreThanAve,CThruK,Strong,Dry,DryLine,Clear,Moving,PC,Decreasing,Neutral,WeakUp,Neutral,DCVZFavor,ModerateOrLe,DecCapIncIns,Weak,Aug20_Sep15,LIGt0,StrongUp,PartInhibit,Marked,PartInhibit,Other,WeakPos,LessUnstable,Strong,LowNHighS,Clear,LVorOther,Slight,MoreThanAve,K
Stability,K,Neutral,SigNegative,WidespdDnsl,ACEFK,SIG,K,Neutral,Increasing,Cloudy,Weak,StrongFront,SIG,AllElse,Steep,None,MoreUnstable,Neutral,Neutral,Neutral,SIG,Strong,SIG,MoreThanAve,CThruK,Weak,Dry,E_W_N,Cloudy,Other,Cloudy,LittleChange,Dry,Down,Neutral,DCVZFavor,ModerateOrLe,IncCapDecIns,Strong,May15_Jun14,LIGt0,Down,PartInhibit,Some,None,Other,Neutral,Average,None,LowNHighS,Cloudy,Westerly,Strong,Average,K
Stability,ABI,Neutral,SigNegative,DenvCyclone,B,SVR,B,Neutral,Increasing,PC,None,StrongFront,SVR,SWQuad,Steep,None,Average,Neutral,Neutral,Down,SVR,Weak,XNIL,MoreThanAve,AB,None,Average,DenvCyclone,PC,QStationary,PC,Increasing,Neutral,WeakUp,Neutral,StrongWest,ModerateOrLe,IncCapDecIns,Strong,May15_Jun14,N5GtLIGt_8,StrongUp,PartInhibit,None,None,DryMMoistL,WeakPos,Average,None,HighEvrywher,PC,LVorOther,Strong,LessThanAve,B
Instability,CDEJ,Neutral,LittleChange,LV,GJ,XNIL,J,VeryWet,LittleChange,Cloudy,None,NoMajor,XNIL,LV,Stable,Weak,LessUnstable,Neutral,Neutral,Neutral,XNIL,Weak,XNIL,Average,CThruK,Weak,Dry,DryLine,PC,None,Cloudy,LittleChange,Wet,Down,Neutral,DCVZFavor,Steep,LittleChange,Moderate,Aug20_Sep15,N1GtLIGt_4,Neutral,PartInhibit,Some,PartInhibit,Other,Neutral,LessUnstable,None,LowEvrywhere,Cloudy,LVorOther,Slight,Average,J
Stability,H,VeryWet,PosToNeg,E_NE,HI,SIG,H,Neutral,Increasing,Clear,Weak,MarkedUpper,XNIL,NWQuad,Stable,None,MoreUnstable,VeryWet,WeakUp,Neutral,XNIL,None,SIG,MoreThanAve,CThruK,Strong,Average,None,Clear,None,Clear,Increasing,Wet,StrongUp,WeakUp,Other,ModerateOrLe,IncCapDecIns,Moderate,Jul16_Aug10,LILt_8,Neutral,None,None,None,DryMMoistL,WeakPos,MoreUnstable,None,HighEvrywher,Clear,LVorOther,Slight,LessThanAve,H
Neutral,CDEJ,VeryWet,NegToPos,LV,ACEFK,SIG,E,Wet,Increasing,Clear,Weak,NoMajor,XNIL,LV,CloseToDryAd,Weak,LessUnstable,VeryWet,WeakUp,Neutral,XNIL,None,SIG,Average,CThruK,Strong,Dry,E_W_S,Clear,None,PC,Decreasing,Wet,Neutral,WeakUp,StrongWest,ModerateOrLe,IncCapDecIns,Moderate,Jul16_Aug10,N1GtLIGt_4,StrongUp,Stifling,Marked,TotalInhibit,MoistMDryL,Neutral,Average,Strong,LowAtStation,Cloudy,LVorOther,None,Average,E
Instability,CDEJ,Wet,LittleChange,LongAnticyc,ACEFK,SVR,E,Neutral,Decreasing,Cloudy,Strong,NoMajor,SVR,AllElse,CloseToDryAd,None,LessUnstable,Wet,StrongUp,StronUp,SVR,Strong,SIG,LessThanAve,CThruK,Strong,Average,E_W_N,PC,None,PC,Increasing,VeryWet,Neutral,StrongUp,Westerly,ModerateOrLe,DecCapIncIns,Strong,Jul16_Aug10,N1GtLIGt_4,StrongUp,PartInhibit,Marked,None,DryMMoistL,StrongPos,LessUnstable,Weak,LowAtStation,Cloudy,Westerly,Strong,Average,E
Instability,CDEJ,Neutral,PosToNeg,DenvCyclone,D,SVR,D,Dry,Increasing,Clear,Weak,MarkedUpper,XNIL,NWQuad,CloseToDryAd,Strong,MoreUnstable,Neutral,Neutral,WeakUp,XNIL,None,SVR,MoreThanAve,CThruK,Strong,Dry,None,PC,Other,Clear,Increasing,VeryWet,Neutral,Neutral,DCVZFavor,Steep,IncCapDecIns,Weak,Aug20_Sep15,N1GtLIGt_4,Neutral,Stifling,Marked,PartInhibit,MoistMDryL,Negative,Average,Strong,LowMtsHighPl,Clear,Westerly,Slight,MoreThanAve,D
Stability,ABI,VeryWet,NegToPos,E_NE,HI,XNIL,I,Wet,Increasing,Clear,None,NoMajor,XNIL,AllElse,Steep,Weak,MoreUnstable,VeryWet,Neutral,Neutral,XNIL,Strong,XNIL,MoreThanAve,CThruK,None,Average,MovingFtorOt,Cloudy,QStationary,Clear,Increasing,VeryWet,Neutral,Neutral,Westerly,CloseToDryAd,IncCapDecIns,Strong,May15_Jun14,N1GtLIGt_4,Down,PartInhibit,None,None,MoistMDryL,StrongPos,Average,None,LowMtsHighPl,PC,LVorOther,Moderate,Average,I
Stability,K,Dry,SigNegative,LV,ACEFK,SIG,K,Neutral,Decreasing,Clear,None,MarkedUpper,XNIL,SWQuad,ModerateOrLe,Strong,Average,Dry,WeakUp,Neutral,SIG,Weak,SIG,MoreThanAve,CThruK,Weak,VeryMoist,None,Clear,QStationary,Cloudy,Increasing,Wet,StrongUp,WeakUp,StrongWest,ModerateOrLe,DecCapIncIns,Weak,Jul16_Aug10,N1GtLIGt_4,WeakUp,Stifling,Some,None,MoistMDryL,StrongPos,Average,Strong,Other,Clear,Westerly,Slight,MoreThanAve,K
Stability,G,Neutral,LittleChange,LongAnticyc,GJ,SIG,G,Neutral,Increasing,Clear,Strong,NoMajor,SIG,NWQuad,Steep,Strong,MoreUnstable,Wet,WeakUp,WeakUp,SIG,None,XNIL,MoreThanAve,CThruK,Strong,Dry,None,PC,None,Clear,Increasing,VeryWet,Neutral,WeakUp,StrongWest,CloseToDryAd,IncCapDecIns,Moderate,Aug20_Sep15,N5GtLIGt_8,StrongUp,PartInhibit,Marked,None,Other,StrongPos,Average,Strong,Other,Clear,Westerly,Strong,Average,G
Stability,K,Neutral,NegToPos,WidespdDnsl,ACEFK,SIG,K,Neutral,Increasing,Clear,Weak,OtherRapid,XNIL,NWQuad,Steep,None,LessUnstable,Neutral,Down,Down,XNIL,None,SIG,MoreThanAve,CThruK,Strong,Dry,E_W_S,Clear,None,PC,LittleChange,Dry,Neutral,Down,Other,ModerateOrLe,IncCapDecIns,Strong,Aug11_Aug20,N1GtLIGt_4,Down,PartInhibit,Marked,None,Other,Neutral,Average,None,LowNHighS,Clear,LVorOther,Strong,Average,K
Neutral,ABI,VeryWet,SigNegative,DenvCyclone,HI,SIG,I,VeryWet,Increasing,PC,Weak,OtherRapid,XNIL,NWQuad,CloseToDryAd,None,MoreUnstable,VeryWet,WeakUp,WeakUp,XNIL,None,SIG,MoreThanAve,CThruK,Strong,Average,DryLine,PC,QStationary,Clear,Increasing,Neutral,StrongUp,WeakUp,Westerly,Steep,IncCapDecIns,Moderate,Jul16_Aug10,N1GtLIGt_4,Neutral,PartInhibit,Some,PartInhibit,MoistMDryL,Neutral,MoreUnstable,Weak,LowSHighN,PC,LVorOther,Moderate,MoreThanAve,I
Instability,ABI,Neutral,LittleChange,DenvCyclone,B,SIG,B,Neutral,Increasing,Cloudy,Weak,NoMajor,SIG,AllElse,ModerateOrLe,Strong,MoreUnstable,Dry,Neutral,Down,SIG,None,SIG,MoreThanAve,AB,Strong,VeryMoist,DenvCyclone,Cloudy,Other,PC,Decreasing,Dry,WeakUp,Neutral,StrongWest,Steep,IncCapDecIns,Weak,Jun15_Jul1,N5GtLIGt_8,Neutral,PartInhibit,Marked,None,Other,Neutral,MoreUnstable,Strong,LowMtsHighPl,Cloudy,LVorOther,Slight,Average,B
Neutral,F,VeryWet,SigNegative,LV,ACEFK,XNIL,F,Wet,LittleChange,Cloudy,None,NoMajor,XNIL,AllElse,ModerateOrLe,Weak,MoreUnstable,VeryWet,Neutral,Neutral,XNIL,None,XNIL,Average,CThruK,None,VeryMoist,E_W_N,PC,None,Cloudy,Increasing,VeryWet,Neutral,Neutral,DCVZFavor,ModerateOrLe,LittleChange,Weak,Jul2_Jul15,N5GtLIGt_8,Neutral,PartInhibit,None,None,Other,StrongPos,MoreUnstable,None,HighEvrywher,Cloudy,Westerly,Moderate,Average,F
Stability,CDEJ,Dry,SigPositive,LV,GJ,XNIL,J,Neutral,Decreasing,Clear,Weak,NoMajor,XNIL,LV,CloseToDryAd,Strong,LessUnstable,Dry,Neutral,Down,XNIL,Strong,XNIL,MoreThanAve,CThruK,Weak,Average,DryLine,Clear,Other,Clear,LittleChange,Dry,Neutral,Neutral,Westerly,ModerateOrLe,DecCapIncIns,Moderate,Jul16_Aug10,N1GtLIGt_4,WeakUp,Stifling,Some,PartInhibit,DryMMoistL,WeakPos,LessUnstable,Weak,Other,Clear,LVorOther,Slight,MoreThanAve,J
Neutral,CDEJ,Neutral,SigPositive,LongAnticyc,ACEFK,SIG,C,Dry,LittleChange,Clear,Strong,NoMajor,XNIL,AllElse,ModerateOrLe,Weak,MoreUnstable,Neutral,Neutral,WeakUp,XNIL,Strong,SIG,Average,CThruK,Strong,Dry,E_W_N,Clear,Moving,Clear,LittleChange,Dry,Neutral,Neutral,Other,CloseToDryAd,LittleChange,Weak,May15_Jun14,N1GtLIGt_4,Down,PartInhibit,Some,PartInhibit,Other,Negative,Average,Weak,LowEvrywhere,Clear,Westerly,Moderate,Average,C
Stability,K,Dry,SigPositive,E_NE,ACEFK,SIG,K,Dry,Decreasing,Clear,Strong,StrongFront,XNIL,AllElse,Steep,Strong,LessUnstable,Neutral,StrongUp,Down,XNIL,Strong,SIG,Average,CThruK,Strong,Dry,MovingFtorOt,Clear,None,PC,Decreasing,Neutral,Neutral,StrongUp,StrongWest,Steep,DecCapIncIns,Weak,Aug20_Sep15,N5GtLIGt_8,StrongUp,Stifling,Some,PartInhibit,Other,Negative,MoreUnstable,Weak,HighEvrywher,Clear,Westerly,Moderate,MoreThanAve,K
Instability,CDEJ,Wet,SigPositive,LongAnticyc,ACEFK,XNIL,C,Wet,LittleChange,Clear,None,NoMajor,XNIL,LV,Steep,None,MoreUnstable,Neutral,Neutral,StronUp,XNIL,Weak,XNIL,MoreThanAve,CThruK,None,Dry,E_W_S,PC,None,Clear,Decreasing,VeryWet,Neutral,Neutral,Westerly,Steep,LittleChange,Moderate,Jul16_Aug10,N1GtLIGt_4,StrongUp,Stifling,None,Stifling,MoistMDryL,Negative,MoreUnstable,None,LowNHighS,Clear,Westerly,None,MoreThanAve,C
Instability,ABI,Dry,NegToPos,LV,HI,SVR,I,Wet,Decreasing,Clear,None,StrongFront,SVR,SWQuad,Steep,Weak,Average,Dry,WeakUp,Neutral,SVR,None,XNIL,LessThanAve,CThruK,Weak,Dry,E_W_S,Cloudy,QStationary,PC,LittleChange,Neutral,WeakUp,WeakUp,Westerly,Steep,DecCapIncIns,Moderate,Aug20_Sep15,N1GtLIGt_4,StrongUp,PartInhibit,Some,None,Other,Neutral,Average,None,LowSHighN,Clear,LVorOther,Strong,Average,I
Neutral,K,VeryWet,PosToNeg,DenvCyclone,ACEFK,SIG,K,Wet,Increasing,PC,Weak,OtherRapid,SIG,NWQuad,ModerateOrLe,None,MoreUnstable,Wet,Neutral,Down,SIG,None,SIG,MoreThanAve,CThruK,Weak,Dry,Other,PC,QStationary,PC,LittleChange,Wet,Neutral,Neutral,DCVZFavor,ModerateOrLe,IncCapDecIns,Weak,Aug20_Sep15,N1GtLIGt_4,StrongUp,Stifling,Some,None,DryMMoistL,Negative,MoreUnstable,None,LowNHighS,PC,Westerly,Moderate,Average,K
Stability,ABI,VeryWet,LittleChange,DenvCyclone,B,SVR,B,Neutral,LittleChange,Clear,None,OtherRapid,SVR,AllElse,Steep,Strong,LessUnstable,VeryWet,Neutral,Down,SVR,Weak,XNIL,LessThanAve,AB,None,VeryMoist,MovingFtorOt,Clear,QStationary,Clear,LittleChange,Dry,WeakUp,Neutral,StrongWest,CloseToDryAd,LittleChange,Strong,May15_Jun14,LIGt0,Neutral,Stifling,None,PartInhibit,DryMMoistL,Neutral,Average,None,HighEvrywher,Clear,LVorOther,Strong,LessThanAve,B
Stability,K,Wet,SigPositive,WidespdDnsl,ACEFK,SIG,K,Neutral,Increasing,PC,Weak,StrongFront,XNIL,NWQuad,ModerateOrLe,Weak,LessUnstable,Wet,WeakUp,StronUp,SIG,None,SIG,MoreThanAve,CThruK,Strong,Dry,MovingFtorOt,PC,Moving,Clear,Decreasing,Neutral,WeakUp,WeakUp,StrongWest,ModerateOrLe,IncCapDecIns,Weak,Jun15_Jul1,LIGt0,Neutral,PartInhibit,Marked,PartInhibit,DryMMoistL,Negative,LessUnstable,Strong,LowNHighS,PC,Westerly,None,MoreThanAve,K
Neutral,CDEJ,Neutral,LittleChange,LongAnticyc,ACEFK,SIG,E,Wet,LittleChange,Clear,Strong,NoMajor,XNIL,SWQuad,Stable,Weak,Average,Neutral,WeakUp,WeakUp,XNIL,None,SIG,Average,CThruK,Strong,Dry,DryLine,PC,None,Clear,Decreasing,Neutral,WeakUp,WeakUp,StrongWest,ModerateOrLe,LittleChange,Unfavorable,Jun15_Jul1,LILt_8,WeakUp,PartInhibit,Marked,PartInhibit,MoistMDryL,Negative,MoreUnstable,Strong,LowAtStation,Clear,Westerly,None,Average,E
Stability,ABI,Neutral,NegToPos,E_NE,B,SVR,B,Dry,Decreasing,Clear,Weak,StrongFront,SVR,SWQuad,Steep,Weak,LessUnstable,VeryWet,Neutral,Neutral,SVR,Weak,XNIL,Average,AB,Weak,Average,DenvCyclone,PC,Other,Clear,Decreasing,Neutral,Down,Neutral,DCVZFavor,CloseToDryAd,DecCapIncIns,Moderate,Jun15_Jul1,N1GtLIGt_4,StrongUp,PartInhibit,None,PartInhibit,MoistMDryL,Negative,LessUnstable,Weak,LowNHighS,PC,Westerly,Moderate,Average,B
Stability,G,VeryWet,LittleChange,WidespdDnsl,GJ,SVR,G,Neutral,LittleChange,Cloudy,Strong,OtherRapid,XNIL,NWQuad,CloseToDryAd,Weak,LessUnstable,VeryWet,StrongUp,Neutral,XNIL,None,SVR,Average,CThruK,Strong,Dry,None,PC,None,PC,Decreasing,VeryWet,Neutral,StrongUp,StrongWest,CloseToDryAd,LittleChange,Strong,Jul16_Aug10,LILt_8,StrongUp,PartInhibit,Marked,PartInhibit,MoistMDryL,Negative,MoreUnstable,Strong,LowNHighS,Cloudy,LVorOther,Moderate,Average,G
